country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($)
Australia,1995,female,55-74 years,79,1430300,5.52,"367,216,364,716",21902
Australia,1995,female,75+ years,28,539200,5.19,"367,216,364,716",21902
Australia,1995,male,5-14 years,4,1326300,0.3,"367,216,364,716",21902
Australia,1995,female,5-14 years,0,1261500,0,"367,216,364,716",21902
Australia,1996,male,75+ years,122,346100,35.25,"400,302,731,411",23526
Australia,1996,male,25-34 years,471,1431200,32.91,"400,302,731,411",23526
Australia,1996,male,15-24 years,366,1364200,26.83,"400,302,731,411",23526
Australia,1996,male,35-54 years,669,2574500,25.99,"400,302,731,411",23526
Australia,1996,male,55-74 years,330,1387200,23.79,"400,302,731,411",23526
Australia,1996,female,35-54 years,182,2545300,7.15,"400,302,731,411",23526
Australia,1996,female,25-34 years,98,1431400,6.85,"400,302,731,411",23526
Australia,1996,female,55-74 years,86,1445900,5.95,"400,302,731,411",23526
Australia,1996,female,75+ years,28,563200,4.97,"400,302,731,411",23526
Australia,1996,female,15-24 years,59,1311800,4.5,"400,302,731,411",23526
Australia,1996,male,5-14 years,8,1339500,0.6,"400,302,731,411",23526
Australia,1996,female,5-14 years,7,1274800,0.55,"400,302,731,411",23526
Australia,1997,male,25-34 years,529,1436732,36.82,"434,568,007,513",25234
Australia,1997,male,75+ years,123,362657,33.92,"434,568,007,513",25234
Australia,1997,male,15-24 years,408,1343245,30.37,"434,568,007,513",25234
Australia,1997,male,35-54 years,717,2632245,27.24,"434,568,007,513",25234
Australia,1997,male,55-74 years,305,1415672,21.54,"434,568,007,513",25234
Australia,1997,female,35-54 years,219,2614291,8.38,"434,568,007,513",25234
Australia,1997,female,25-34 years,109,1441724,7.56,"434,568,007,513",25234
Australia,1997,female,75+ years,40,585676,6.83,"434,568,007,513",25234
Australia,1997,female,15-24 years,86,1293106,6.65,"434,568,007,513",25234
Australia,1997,female,55-74 years,96,1465721,6.55,"434,568,007,513",25234
Australia,1997,female,5-14 years,7,1283025,0.55,"434,568,007,513",25234
Australia,1997,male,5-14 years,7,1347206,0.52,"434,568,007,513",25234
Australia,1998,male,25-34 years,579,1434140,40.37,"398,899,138,574",22897
Australia,1998,male,35-54 years,773,2687916,28.76,"398,899,138,574",22897
Australia,1998,male,15-24 years,353,1330598,26.53,"398,899,138,574",22897
Australia,1998,male,75+ years,96,379719,25.28,"398,899,138,574",22897
Australia,1998,male,55-74 years,301,1444867,20.83,"398,899,138,574",22897
Australia,1998,female,25-34 years,109,1443163,7.55,"398,899,138,574",22897
Australia,1998,female,35-54 years,202,2680955,7.53,"398,899,138,574",22897
Australia,1998,female,75+ years,40,607609,6.58,"398,899,138,574",22897
Australia,1998,female,15-24 years,81,1280391,6.33,"398,899,138,574",22897
Australia,1998,female,55-74 years,90,1486036,6.06,"398,899,138,574",22897
Australia,1998,male,5-14 years,6,1355317,0.44,"398,899,138,574",22897
Australia,1998,female,5-14 years,2,1291019,0.15,"398,899,138,574",22897
Australia,1999,male,25-34 years,511,1431712,35.69,"388,395,162,301",22016
Australia,1999,male,75+ years,119,397612,29.93,"388,395,162,301",22016
Australia,1999,male,35-54 years,741,2733238,27.11,"388,395,162,301",22016
Australia,1999,male,15-24 years,303,1326531,22.84,"388,395,162,301",22016
Australia,1999,male,55-74 years,315,1482441,21.25,"388,395,162,301",22016
Australia,1999,female,25-34 years,117,1443911,8.1,"388,395,162,301",22016
Australia,1999,female,35-54 years,201,2735588,7.35,"388,395,162,301",22016
Australia,1999,female,15-24 years,70,1277560,5.48,"388,395,162,301",22016
Australia,1999,female,55-74 years,74,1516348,4.88,"388,395,162,301",22016
Australia,1999,female,75+ years,21,630042,3.33,"388,395,162,301",22016
Australia,1999,male,5-14 years,10,1366184,0.73,"388,395,162,301",22016
Australia,1999,female,5-14 years,6,1300535,0.46,"388,395,162,301",22016
Australia,2000,male,25-34 years,466,1430700,32.57,"415,034,227,218",23219
Australia,2000,male,75+ years,115,416077,27.64,"415,034,227,218",23219
Australia,2000,male,35-54 years,745,2769752,26.9,"415,034,227,218",23219
Australia,2000,male,15-24 years,271,1333011,20.33,"415,034,227,218",23219
Australia,2000,male,55-74 years,281,1522620,18.46,"415,034,227,218",23219
Australia,2000,female,25-34 years,106,1445332,7.33,"415,034,227,218",23219
Australia,2000,female,35-54 years,200,2782583,7.19,"415,034,227,218",23219
Australia,2000,female,15-24 years,78,1285283,6.07,"415,034,227,218",23219
Australia,2000,female,55-74 years,87,1549060,5.62,"415,034,227,218",23219
Australia,2000,female,75+ years,33,652895,5.05,"415,034,227,218",23219
Australia,2000,male,5-14 years,8,1377301,0.58,"415,034,227,218",23219
Australia,2000,female,5-14 years,1,1309796,0.08,"415,034,227,218",23219
Australia,2001,male,25-34 years,489,1427829,34.25,"378,215,090,694",20860
Australia,2001,male,35-54 years,752,2803465,26.82,"378,215,090,694",20860
Australia,2001,male,75+ years,115,437528,26.28,"378,215,090,694",20860
Australia,2001,male,15-24 years,280,1351444,20.72,"378,215,090,694",20860
Australia,2001,male,55-74 years,296,1566014,18.9,"378,215,090,694",20860
Australia,2001,female,35-54 years,226,2827367,7.99,"378,215,090,694",20860
Australia,2001,female,25-34 years,109,1445867,7.54,"378,215,090,694",20860
Australia,2001,female,75+ years,39,677113,5.76,"378,215,090,694",20860
Australia,2001,female,55-74 years,81,1585702,5.11,"378,215,090,694",20860
Australia,2001,female,15-24 years,63,1303713,4.83,"378,215,090,694",20860
Australia,2001,female,5-14 years,4,1317968,0.3,"378,215,090,694",20860
Australia,2001,male,5-14 years,4,1386873,0.29,"378,215,090,694",20860
Australia,2002,male,25-34 years,452,1433165,31.54,"394,486,709,920",21474
Australia,2002,male,35-54 years,744,2820596,26.38,"394,486,709,920",21474
Australia,2002,male,75+ years,101,456942,22.1,"394,486,709,920",21474
Australia,2002,male,15-24 years,246,1372770,17.92,"394,486,709,920",21474
Australia,2002,male,55-74 years,266,1626692,16.35,"394,486,709,920",21474
Australia,2002,female,35-54 years,213,2845525,7.49,"394,486,709,920",21474
Australia,2002,female,25-34 years,103,1444148,7.13,"394,486,709,920",21474
Australia,2002,female,55-74 years,92,1643643,5.6,"394,486,709,920",21474
Australia,2002,female,75+ years,36,696793,5.17,"394,486,709,920",21474
Australia,2002,female,15-24 years,58,1316527,4.41,"394,486,709,920",21474
Australia,2002,female,5-14 years,4,1321845,0.3,"394,486,709,920",21474
Australia,2002,male,5-14 years,4,1391412,0.29,"394,486,709,920",21474
Australia,2003,male,25-34 years,394,1437607,27.41,"466,294,700,058",25059
Australia,2003,male,35-54 years,654,2840522,23.02,"466,294,700,058",25059
Australia,2003,male,75+ years,103,476387,21.62,"466,294,700,058",25059
Australia,2003,male,15-24 years,243,1394989,17.42,"466,294,700,058",25059
Australia,2003,male,55-74 years,284,1681943,16.89,"466,294,700,058",25059
Australia,2003,female,25-34 years,106,1444160,7.34,"466,294,700,058",25059
Australia,2003,female,35-54 years,195,2868971,6.8,"466,294,700,058",25059
Australia,2003,female,55-74 years,91,1697104,5.36,"466,294,700,058",25059
Australia,2003,female,15-24 years,48,1333189,3.6,"466,294,700,058",25059
Australia,2003,female,75+ years,24,716236,3.35,"466,294,700,058",25059
Australia,2003,female,5-14 years,7,1323202,0.53,"466,294,700,058",25059
Australia,2003,male,5-14 years,7,1393719,0.5,"466,294,700,058",25059
Australia,2004,male,25-34 years,386,1441319,26.78,"611,904,253,806",32454
Australia,2004,male,75+ years,126,489016,25.77,"611,904,253,806",32454
Australia,2004,male,35-54 years,655,2868425,22.83,"611,904,253,806",32454
Australia,2004,male,55-74 years,293,1721736,17.02,"611,904,253,806",32454
Australia,2004,male,15-24 years,205,1420482,14.43,"611,904,253,806",32454
Australia,2004,female,35-54 years,183,2902618,6.3,"611,904,253,806",32454
Australia,2004,female,25-34 years,82,1446557,5.67,"611,904,253,806",32454
Australia,2004,female,75+ years,40,726532,5.51,"611,904,253,806",32454
Australia,2004,female,15-24 years,67,1364452,4.91,"611,904,253,806",32454
Australia,2004,female,55-74 years,69,1741477,3.96,"611,904,253,806",32454
Australia,2004,male,5-14 years,7,1402222,0.5,"611,904,253,806",32454
Australia,2004,female,5-14 years,1,1329715,0.08,"611,904,253,806",32454
Australia,2006,male,35-54 years,686,2894571,23.7,"745,521,862,833",39014
Australia,2006,male,75+ years,114,506926,22.49,"745,521,862,833",39014
Australia,2006,male,25-34 years,277,1442942,19.2,"745,521,862,833",39014
Australia,2006,male,55-74 years,309,1772439,17.43,"745,521,862,833",39014
Australia,2006,male,15-24 years,230,1446866,15.9,"745,521,862,833",39014
Australia,2006,female,35-54 years,195,2934459,6.65,"745,521,862,833",39014
Australia,2006,female,55-74 years,115,1798232,6.4,"745,521,862,833",39014
Australia,2006,female,75+ years,41,743060,5.52,"745,521,862,833",39014
Australia,2006,female,25-34 years,74,1444570,5.12,"745,521,862,833",39014
Australia,2006,female,15-24 years,68,1388615,4.9,"745,521,862,833",39014
Australia,2006,male,5-14 years,7,1404186,0.5,"745,521,862,833",39014
Australia,2006,female,5-14 years,1,1332380,0.08,"745,521,862,833",39014
Australia,2007,male,25-34 years,341,1470431,23.19,"851,962,785,585",43171
Australia,2007,male,35-54 years,687,2977977,23.07,"851,962,785,585",43171
Australia,2007,male,75+ years,124,539184,23,"851,962,785,585",43171
Australia,2007,male,55-74 years,305,1877160,16.25,"851,962,785,585",43171
Australia,2007,male,15-24 years,234,1515524,15.44,"851,962,785,585",43171
Australia,2007,female,35-54 years,219,3025248,7.24,"851,962,785,585",43171
Australia,2007,female,55-74 years,118,1911478,6.17,"851,962,785,585",43171
Australia,2007,female,25-34 years,90,1460752,6.16,"851,962,785,585",43171
Australia,2007,female,15-24 years,66,1440419,4.58,"851,962,785,585",43171
Australia,2007,female,75+ years,33,770691,4.28,"851,962,785,585",43171
Australia,2007,male,5-14 years,8,1408182,0.57,"851,962,785,585",43171
Australia,2007,female,5-14 years,4,1337384,0.3,"851,962,785,585",43171
Australia,2008,male,35-54 years,765,3015761,25.37,"1,052,584,601,611",52315
Australia,2008,male,25-34 years,354,1512033,23.41,"1,052,584,601,611",52315
Australia,2008,male,75+ years,121,552931,21.88,"1,052,584,601,611",52315
Australia,2008,male,55-74 years,357,1935161,18.45,"1,052,584,601,611",52315
Australia,2008,male,15-24 years,228,1560974,14.61,"1,052,584,601,611",52315
Australia,2008,female,35-54 years,231,3066609,7.53,"1,052,584,601,611",52315
Australia,2008,female,25-34 years,90,1494968,6.02,"1,052,584,601,611",52315
Australia,2008,female,55-74 years,97,1974752,4.91,"1,052,584,601,611",52315
Australia,2008,female,15-24 years,60,1473105,4.07,"1,052,584,601,611",52315
Australia,2008,female,75+ years,27,781742,3.45,"1,052,584,601,611",52315
Australia,2008,male,5-14 years,8,1411650,0.57,"1,052,584,601,611",52315
Australia,2008,female,5-14 years,3,1340626,0.22,"1,052,584,601,611",52315
Australia,2009,male,35-54 years,755,3051649,24.74,"926,448,240,318",45128
Australia,2009,male,75+ years,135,566784,23.82,"926,448,240,318",45128
Australia,2009,male,25-34 years,336,1567118,21.44,"926,448,240,318",45128
Australia,2009,male,55-74 years,349,1991883,17.52,"926,448,240,318",45128
Australia,2009,male,15-24 years,210,1605456,13.08,"926,448,240,318",45128
Australia,2009,female,35-54 years,221,3104929,7.12,"926,448,240,318",45128
Australia,2009,female,25-34 years,103,1541393,6.68,"926,448,240,318",45128
Australia,2009,female,55-74 years,116,2037989,5.69,"926,448,240,318",45128
Australia,2009,female,75+ years,43,792218,5.43,"926,448,240,318",45128
Australia,2009,female,15-24 years,66,1506719,4.38,"926,448,240,318",45128
Australia,2009,female,5-14 years,3,1345910,0.22,"926,448,240,318",45128
Australia,2009,male,5-14 years,0,1417269,0,"926,448,240,318",45128
Australia,2010,male,35-54 years,816,3076853,26.52,"1,144,260,547,873",54887
Australia,2010,male,75+ years,151,582009,25.94,"1,144,260,547,873",54887
Australia,2010,male,25-34 years,311,1606526,19.36,"1,144,260,547,873",54887
Australia,2010,male,55-74 years,360,2051197,17.55,"1,144,260,547,873",54887
Australia,2010,male,15-24 years,222,1618860,13.71,"1,144,260,547,873",54887
Australia,2010,female,35-54 years,228,3132534,7.28,"1,144,260,547,873",54887
Australia,2010,female,25-34 years,94,1579905,5.95,"1,144,260,547,873",54887
Australia,2010,female,75+ years,43,805401,5.34,"1,144,260,547,873",54887
Australia,2010,female,15-24 years,80,1521652,5.26,"1,144,260,547,873",54887
Australia,2010,female,55-74 years,104,2103428,4.94,"1,144,260,547,873",54887
Australia,2010,male,5-14 years,7,1420846,0.49,"1,144,260,547,873",54887
Australia,2010,female,5-14 years,4,1348336,0.3,"1,144,260,547,873",54887
Australia,2011,male,75+ years,146,588053,24.83,"1,394,280,784,778",66770
Australia,2011,male,35-54 years,704,3072726,22.91,"1,394,280,784,778",66770
Australia,2011,male,25-34 years,347,1610295,21.55,"1,394,280,784,778",66770
Australia,2011,male,55-74 years,366,2104816,17.39,"1,394,280,784,778",66770
Australia,2011,male,15-24 years,242,1570069,15.41,"1,394,280,784,778",66770
Australia,2011,female,35-54 years,230,3124328,7.36,"1,394,280,784,778",66770
Australia,2011,female,15-24 years,93,1495053,6.22,"1,394,280,784,778",66770
Australia,2011,female,55-74 years,118,2139108,5.52,"1,394,280,784,778",66770
Australia,2011,female,75+ years,45,817927,5.5,"1,394,280,784,778",66770
Australia,2011,female,25-34 years,85,1584036,5.37,"1,394,280,784,778",66770
Australia,2011,female,5-14 years,9,1351751,0.67,"1,394,280,784,778",66770
Australia,2011,male,5-14 years,7,1423748,0.49,"1,394,280,784,778",66770
Australia,2012,male,75+ years,158,606842,26.04,"1,543,411,012,580",72669
Australia,2012,male,35-54 years,802,3098534,25.88,"1,543,411,012,580",72669
Australia,2012,male,25-34 years,351,1657638,21.17,"1,543,411,012,580",72669
Australia,2012,male,55-74 years,396,2162980,18.31,"1,543,411,012,580",72669
Australia,2012,male,15-24 years,217,1579672,13.74,"1,543,411,012,580",72669
Australia,2012,female,35-54 years,258,3149749,8.19,"1,543,411,012,580",72669
Australia,2012,female,15-24 years,109,1503934,7.25,"1,543,411,012,580",72669
Australia,2012,female,75+ years,52,832122,6.25,"1,543,411,012,580",72669
Australia,2012,female,25-34 years,98,1630077,6.01,"1,543,411,012,580",72669
Australia,2012,female,55-74 years,123,2206179,5.58,"1,543,411,012,580",72669
Australia,2012,female,5-14 years,10,1368580,0.73,"1,543,411,012,580",72669
Australia,2012,male,5-14 years,6,1442602,0.42,"1,543,411,012,580",72669
Australia,2013,male,75+ years,160,627275,25.51,"1,573,696,522,007",72856
Australia,2013,male,35-54 years,754,3118829,24.18,"1,573,696,522,007",72856
Australia,2013,male,25-34 years,329,1702401,19.33,"1,573,696,522,007",72856
Australia,2013,male,55-74 years,418,2221866,18.81,"1,573,696,522,007",72856
Australia,2013,male,15-24 years,267,1591539,16.78,"1,573,696,522,007",72856
Australia,2013,female,35-54 years,275,3171477,8.67,"1,573,696,522,007",72856
Australia,2013,female,55-74 years,145,2276104,6.37,"1,573,696,522,007",72856
Australia,2013,female,15-24 years,95,1512779,6.28,"1,573,696,522,007",72856
Australia,2013,female,25-34 years,95,1676648,5.67,"1,573,696,522,007",72856
Australia,2013,female,75+ years,48,847577,5.66,"1,573,696,522,007",72856
Australia,2013,male,5-14 years,16,1464302,1.09,"1,573,696,522,007",72856
Australia,2013,female,5-14 years,6,1389383,0.43,"1,573,696,522,007",72856
Australia,2014,male,35-54 years,866,3130341,27.66,"1,464,955,475,994",66809
Australia,2014,male,75+ years,164,649925,25.23,"1,464,955,475,994",66809
Australia,2014,male,25-34 years,404,1730968,23.34,"1,464,955,475,994",66809
Australia,2014,male,55-74 years,471,2279114,20.67,"1,464,955,475,994",66809
Australia,2014,male,15-24 years,271,1604935,16.89,"1,464,955,475,994",66809
Australia,2014,female,35-54 years,277,3189475,8.68,"1,464,955,475,994",66809
Australia,2014,female,25-34 years,119,1716803,6.93,"1,464,955,475,994",66809
Australia,2014,female,55-74 years,157,2344644,6.7,"1,464,955,475,994",66809
Australia,2014,female,15-24 years,96,1520955,6.31,"1,464,955,475,994",66809
Australia,2014,female,75+ years,45,865915,5.2,"1,464,955,475,994",66809
Australia,2014,female,5-14 years,15,1408758,1.06,"1,464,955,475,994",66809
Australia,2014,male,5-14 years,6,1485754,0.4,"1,464,955,475,994",66809
Australia,2015,male,35-54 years,944,3149299,29.97,"1,349,034,029,453",60656
Australia,2015,male,75+ years,181,673787,26.86,"1,349,034,029,453",60656
Australia,2015,male,25-34 years,423,1762265,24,"1,349,034,029,453",60656
Australia,2015,male,55-74 years,457,2337430,19.55,"1,349,034,029,453",60656
Australia,2015,male,15-24 years,281,1608990,17.46,"1,349,034,029,453",60656
Australia,2015,female,35-54 years,294,3203643,9.18,"1,349,034,029,453",60656
Australia,2015,female,15-24 years,110,1526305,7.21,"1,349,034,029,453",60656
Australia,2015,female,25-34 years,119,1747715,6.81,"1,349,034,029,453",60656
Australia,2015,female,55-74 years,152,2411343,6.3,"1,349,034,029,453",60656
Australia,2015,female,75+ years,52,884347,5.88,"1,349,034,029,453",60656
Australia,2015,female,5-14 years,8,1428159,0.56,"1,349,034,029,453",60656
Australia,2015,male,5-14 years,6,1507502,0.4,"1,349,034,029,453",60656
