gemini_query,gemini_positive matches,gemini_positive matches count,gemini_llm only matches,gemini_llm only matches count,gemini_gt only matches,gemini_gt only matches count,gemini_correct column inferences,gemini_correct column inferences count,gemini_incorrect column inferences,gemini_incorrect column inferences count,gemini_correct column keyword match,gemini_correct column keyword match count,gemini_incorrect column keyword match,gemini_incorrect column keyword match count,gemini_correct data value classifications,gemini_correct data value classifications count,gemini_incorrect data value classifications,gemini_incorrect data value classifications count
which apps have support for versions of android lower than 40,['android ver'],1,[],0,['app'],1,[],0,[],0,[],0,['app'],1,[],0,['android ver'],1
describe shape of the distribution for the number of installations,['installs'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
show me the app that costs the most,['price'],1,[],0,['app'],1,[],0,[],0,[],0,['app'],1,[],0,[],0
is there a relationship between the android version of an app and its installations,"['installs', 'android ver']",2,[],0,[],0,[],0,[],0,[],0,['android ver'],1,[],0,[],0
show me the most recent version of androids ' discover color ',['current ver'],1,['app'],1,['last updated'],1,['current ver'],1,['last updated'],1,[],0,[],0,[],0,[],0
"when taking different android versions into account, does that have any impact on installation","['installs', 'android ver']",2,[],0,[],0,[],0,['android ver'],1,[],0,[],0,[],0,[],0
give me a list of all the free business apps that have received rating that were higher than a 45,"['rating', 'type']",2,['category'],1,"['app', 'genres']",2,[],0,[],0,['rating'],1,['app'],1,[],0,"['type', 'genres']",2
can you tell me the attribute 'rating ' be affected 'installation,"['rating', 'installs']",2,[],0,[],0,[],0,[],0,['rating'],1,[],0,[],0,[],0
what's the price distribution in beauty apps,['price'],1,[],0,['category'],1,[],0,[],0,[],0,['price'],1,[],0,['category'],1
"which app has a rating that doesn 't follow a trend between installations, rating and number of reviews","['installs', 'rating', 'reviews']",3,[],0,['app'],1,[],0,[],0,[],0,"['app', 'rating', 'reviews', 'installs']",4,[],0,[],0
what is the app with the most abnormal pattern,[],0,"['rating', 'reviews', 'installs', 'price']",4,['app'],1,[],0,[],0,[],0,['app'],1,[],0,[],0
are there an unusually high number of reviews for any of the apps,['reviews'],1,[],0,['app'],1,[],0,[],0,[],0,['app'],1,[],0,[],0
what is the distribution of the number based on shape of installations,['installs'],1,['type'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0
is there an effect on price caused by the app's genre,['price'],1,['genres'],1,['genre'],1,[],0,[],0,['price'],1,['genre'],1,[],0,[],0
is there a correlation between apps with more installations and higher ratings,['rating'],1,['installs'],1,['install'],1,[],0,[],0,[],0,['install'],1,[],0,[],0
"tell me the most pricey apps by release date, recent to oldest","['price', 'last updated']",2,[],0,[],0,['last updated'],1,[],0,['price'],1,[],0,[],0,[],0
find out any app that is distinctive from the rest,['app'],1,"['category', 'rating', 'reviews', 'size', 'installs', 'type', 'price', 'content rating', 'genres', 'last updated', 'current ver', 'android ver']",12,[],0,[],0,[],0,[],0,['app'],1,[],0,[],0
list the top 10 gaming apps sorted from highest to lowest installations,[],0,"['app', 'installs']",2,"['rating', 'category']",2,[],0,['rating'],1,[],0,[],0,[],0,['category'],1
can you tell me the price distribution of all the beauty apps,['price'],1,[],0,['genre'],1,[],0,[],0,['price'],1,[],0,[],0,['genre'],1
name any apps that can support any version of android lower than 40,['android ver'],1,[],0,['app'],1,[],0,[],0,[],0,['app'],1,[],0,['android ver'],1
what differences are there among the students who acquired more than 270 points between 2010-2019,[],0,"['first name', 'last name', 'total\npoints student\naverage']",3,['total'],1,[],0,[],0,[],0,['total'],1,"['first name', 'last name']",2,[],0
tell me all of the categories of grade types,['grade'],1,[],0,[],0,[],0,[],0,[],0,['grade'],1,[],0,[],0
use the midterm exam and final exam as the 2nd and 1st keywords respectively in order to assign a rank to every one of the students,['final exam'],1,['mid-term exams'],1,['mid-term exam'],1,[],0,[],0,[],0,['final exam'],1,"['mid-term exams', 'final exam']",2,[],0
what did the majority of students receive as a grade,['grade'],1,[],0,[],0,[],0,[],0,['grade'],1,[],0,[],0,[],0
use the final exam as the first keyword and midterm exam as the second keyword to rank all the students,['final exam'],1,['mid-term exams'],1,['mid-term exam'],1,[],0,[],0,['final exam'],1,[],0,[],0,[],0
"show me the scope, among all the students, of the cw2 score",[],0,['cw 2'],1,['cw2'],1,[],0,[],0,[],0,['cw2'],1,[],0,[],0
"in cw1, how many students achieved the feat of 100%, or full marks",[],0,['cw 1'],1,['cw1'],1,[],0,[],0,[],0,['cw1'],1,[],0,[],0
rank the grades from highest to lowest according to the average score,[],0,['average'],1,"['grade', 'student average']",2,[],0,[],0,[],0,"['grade', 'student average']",2,[],0,[],0
can you tell me the median score of the cw1 class,[],0,['cw 1'],1,['cw1'],1,[],0,[],0,[],0,['cw1'],1,[],0,[],0
do you know the median score of all students in cw1,[],0,['cw 1'],1,['cw1'],1,[],0,[],0,[],0,['cw1'],1,[],0,[],0
how many students received an a,['grade'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,['grade'],1
select all cw1 scores not less than 80%,[],0,['cw 1'],1,['cw1'],1,[],0,[],0,[],0,['cw1'],1,[],0,[],0
arrange the students by grade and furnish me with a list,['grade'],1,[],0,[],0,[],0,[],0,['grade'],1,[],0,[],0,[],0
was the same midterm exam given to velma paul and glynis caine,"['first name', 'last name']",2,['mid-term exams'],1,['mid-term exam'],1,[],0,[],0,[],0,['mid-term exam'],1,[],0,[],0
what is the relationship between level of education and crime rate,['education'],1,['intent'],1,[],0,[],0,[],0,[],0,['education'],1,[],0,[],0
are there any visible trends in violent crime rates over the time period,[],0,"['years', 'firearm deaths (people)', 'homicide (people)', 'suicide (people)', 'unintentional (people)', 'legal intervention (people)', 'undetermined (people)']",7,"['date', 'n_killed']",2,[],0,"['date', 'n_killed']",2,[],0,[],0,[],0,[],0
what is the most frequent place of violent crime,['place'],1,[],0,[],0,[],0,[],0,[],0,['place'],1,[],0,[],0
are there any correlations between crime types and geographic location,[],0,"['incident_characteristics', 'state', 'city_or_county', 'location_description', 'gun_type']",5,"['intent', 'place']",2,[],0,"['intent', 'place']",2,[],0,[],0,[],0,[],0
what is the distribution for non-violent crimes based on age,"['age', 'intent']",2,[],0,[],0,[],0,['intent'],1,[],0,['age'],1,[],0,[],0
are there any correlations in violent or non-violent crimes based on congressional district and year,"['congressional_district', 'year', 'n_killed']",3,['n_injured'],1,[],0,['n_killed'],1,[],0,[],0,"['year', 'congressional_district']",2,[],0,[],0
is there a somewhat even distribution between the year and congressional district,"['year', 'congressional_district']",2,[],0,[],0,[],0,[],0,[],0,"['year', 'congressional_district']",2,[],0,[],0
what city has the highest crime rate,['city_or_county'],1,"['n_killed', 'n_injured']",2,[],0,[],0,[],0,[],0,[],0,[],0,[],0
what’s the frequency of gun violence incidents with multiple victims,"['n_injured', 'n_killed']",2,[],0,[],0,"['n_injured', 'n_killed']",2,[],0,[],0,[],0,[],0,[],0
how many gun violence incidents are there each year,[],0,['date'],1,['year'],1,[],0,[],0,[],0,['year'],1,[],0,[],0
are there any significant correlations between any 2 variables in the dataset,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
how many incidents of gun violence result in death (ie what proportion are fatal vs non-fatal),['n_killed'],1,['n_injured'],1,[],0,['n_killed'],1,[],0,[],0,[],0,[],0,[],0
what鈥檚 the frequency of gun violence incidents with multiple victims,"['n_injured', 'n_killed']",2,[],0,[],0,"['n_injured', 'n_killed']",2,[],0,[],0,[],0,[],0,[],0
are males or females more likely to die of gun violence,['sex'],1,[],0,[],0,['sex'],1,[],0,[],0,[],0,[],0,[],0
is one sex more likely to perpetrate gun violence,['sex'],1,[],0,[],0,['sex'],1,[],0,[],0,[],0,[],0,[],0
is more gun violence committed with stolen guns or non stolen guns,['gun_stolen'],1,['n_killed'],1,[],0,[],0,[],0,[],0,['gun_stolen'],1,[],0,[],0
how have homicide rates increased over time,[],0,"['homicide (people)', 'years']",2,"['year', 'intent']",2,[],0,[],0,[],0,[],0,[],0,['intent'],1
what type of gun violence has seen the most growth over the years,[],0,['incident characteristics'],1,"['intent', 'year']",2,[],0,['intent'],1,[],0,['year'],1,[],0,[],0
are most gun death because of suicide,[],0,"['suicide (people)', 'homicide (people)', 'firearm deaths (people)']",3,['intent'],1,[],0,[],0,[],0,[],0,[],0,['intent'],1
did most gun violence happen inside home,[],0,[],0,['place'],1,[],0,[],0,[],0,[],0,[],0,['place'],1
what is the correlation between education levels and suicide rates,['education'],1,['suicide (people)'],1,['intent'],1,[],0,[],0,['education'],1,[],0,[],0,['intent'],1
which state/year has the most gun deaths,"['state', 'year']",2,['firearm deaths (people)'],1,['n_killed'],1,[],0,['n_killed'],1,[],0,"['state', 'year']",2,[],0,[],0
"according to population, what is the rank of each of region","['region', 'population']",2,[],0,[],0,[],0,[],0,['population'],1,['region'],1,[],0,[],0
what is the number of hospitals located in manyara,"['hospital', 'region']",2,[],0,[],0,[],0,[],0,['hospital'],1,[],0,[],0,[],0
which 10 regions have the most health centers,['region'],1,['health centre'],1,['health center'],1,[],0,[],0,[],0,"['health center', 'region']",2,[],0,[],0
look up regions that names start with the letter a,['region'],1,[],0,[],0,[],0,[],0,[],0,['region'],1,[],0,[],0
make a list of the number of total hfs in descending order,['total hfs'],1,[],0,[],0,[],0,[],0,['total hfs'],1,[],0,[],0,[],0
what is the average count of hospitals,['hospital'],1,[],0,[],0,[],0,[],0,['hospital'],1,[],0,[],0,[],0
what is the number of clinics that are in mara,"['clinic', 'region']",2,[],0,[],0,[],0,[],0,['clinic'],1,[],0,[],0,['region'],1
what's the distribution of the entire hfs,['total hfs'],1,['region'],1,"['hospital', 'health center', 'dispensary', 'clinic']",4,['total hfs'],1,"['hospital', 'health center', 'dispensary', 'clinic']",4,[],0,[],0,[],0,[],0
which region has the lowest population ratio of hf,"['region', 'ration of population over hf']",2,[],0,[],0,[],0,[],0,['ration of population over hf'],1,['region'],1,[],0,[],0
enter the regions from this table,['region'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
look for the region that has the most people living in it,"['region', 'population']",2,[],0,[],0,['population'],1,[],0,[],0,['region'],1,[],0,[],0
remove any regions with a population ratio of hf lower than 15,['ration of population over hf'],1,['region'],1,[],0,[],0,[],0,['ration of population over hf'],1,[],0,[],0,[],0
the population range needs to be discovered,['population'],1,[],0,[],0,[],0,[],0,['population'],1,[],0,[],0,[],0
do any regions have their population ratio over 20 hf,['ration of population over hf'],1,[],0,[],0,[],0,['ration of population over hf'],1,[],0,[],0,[],0,[],0
"when the score difference is more than 5, please list the extreme matches to this","['home_score', 'away_score']",2,"['home_team', 'away_team']",2,[],0,"['home_score', 'away_score']",2,[],0,[],0,[],0,[],0,[],0
please indicate the friendly tournament matches in which the home team beat the away team,"['home_score', 'away_score', 'tournament']",3,"['home_team', 'away_team']",2,['date'],1,[],0,"['home_score', 'away_score', 'date']",3,[],0,[],0,[],0,['tournament'],1
tell me all the tournament matches that the home team won against the away team,"['home_score', 'away_score']",2,"['home_team', 'away_team']",2,['tournament'],1,"['home_score', 'away_score']",2,[],0,[],0,['tournament'],1,[],0,[],0
which group of nations won the most games,[],0,"['home_team', 'away_team']",2,"['home_score', 'away_score', 'country']",3,[],0,"['home_score', 'away_score']",2,[],0,[],0,[],0,[],0
"based on the number of matches, can you tell me what the distribution of cities is",['city'],1,[],0,[],0,[],0,[],0,['city'],1,[],0,[],0,[],0
what group of nations of have the most games,[],0,"['home_team', 'away_team']",2,['country'],1,[],0,[],0,[],0,[],0,[],0,[],0
what countries have won a similar number of games,[],0,"['home_team', 'away_team']",2,"['country', 'away_score', 'home_score']",3,[],0,"['away_score', 'home_score']",2,[],0,['country'],1,[],0,[],0
do you know which videos have more than 100 tags,['tags'],1,['video_id'],1,['title'],1,[],0,['title'],1,[],0,[],0,[],0,['tags'],1
"in the videos by ' eminemvevo ', what are the average number of comments made",['comment_count'],1,['comments_disabled'],1,['channel_title'],1,[],0,[],0,[],0,[],0,[],0,['channel_title'],1
filter all the videos published before yesterday,[],0,['trending_date'],1,['publish_time'],1,[],0,['publish_time'],1,[],0,[],0,[],0,[],0
which videos are missing thumbnail links,['thumbnail_link'],1,[],0,[],0,[],0,[],0,[],0,['thumbnail_link'],1,[],0,[],0
' plush- bad unboxing fan mail ' belongs to which specific channel,[],0,[],0,['channel_title'],1,[],0,[],0,[],0,[],0,[],0,[],0
which video has the most tags,['tags'],1,['video_id'],1,['title'],1,[],0,['title'],1,[],0,['tags'],1,[],0,[],0
"give me a list of videos, ordered by the number of likes, that are on the channel ' eminemvevo '","['likes', 'channel_title']",2,['video_id'],1,['title'],1,[],0,['title'],1,[],0,"['likes', 'channel_title']",2,"['video_id', 'likes', 'channel_title']",3,[],0
show me the video with the highest number of tags,['tags'],1,[],0,['title'],1,[],0,['title'],1,[],0,['tags'],1,[],0,[],0
indicate the number of likes that ' plush- bad unboxing fan mail ' receives,['likes'],1,[],0,['title'],1,[],0,[],0,[],0,['likes'],1,[],0,['title'],1
what is the number if likes from the ' plush- bad unboxing fan mail ' video,['likes'],1,[],0,['title'],1,[],0,[],0,[],0,['likes'],1,[],0,['title'],1
discover the most liked removed video,"['likes', 'video_error_or_removed']",2,[],0,['title'],1,['video_error_or_removed'],1,['title'],1,['likes'],1,[],0,[],0,[],0
are there are special characters included in the title,['title'],1,[],0,[],0,[],0,[],0,[],0,['title'],1,[],0,[],0
do videos with longer titles get more attention,"['title', 'views']",2,[],0,[],0,['views'],1,[],0,[],0,['title'],1,[],0,[],0
tell me about the ' plush- bad unboxing fan mail ' video,['channel_title'],1,"['title', 'category_id', 'publish_time', 'tags', 'views', 'likes', 'dislikes', 'comment_count', 'comments_disabled', 'ratings_disabled', 'video_error_or_removed', 'description']",12,[],0,[],0,[],0,[],0,[],0,[],0,[],0
can you show me how the likes are distributed,['likes'],1,[],0,[],0,[],0,[],0,[],0,['likes'],1,[],0,[],0
what is the propensity of the number of vehicles in japan and korea from the year 2000 to 2010,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
does life expectancy have any relation with the percentage of smokers,"['life expectancy (by years)', 'percentage of smokers']",2,[],0,[],0,[],0,[],0,[],0,"['percentage of smokers', 'life expectancy (by years)']",2,[],0,[],0
is the male to female ratio more imbalanced in the last decade in russia,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
show me the gdp ranking of european countries,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
"to cluster the states in the us, i wish to use middle income","['median income 2007', 'state']",2,[],0,[],0,[],0,['median income 2007'],1,[],0,['state'],1,[],0,[],0
do all the countries in africa have a lower average pci than all the countries in europe,[],0,"['gdp per capita', 'continent']",2,[],0,[],0,[],0,[],0,[],0,[],0,[],0
could you tell me the continental location of the poorest ( lowest income ) country,"['median income 2007', 'state']",2,['population 2007'],1,[],0,['state'],1,[],0,['median income 2007'],1,[],0,[],0,[],0
"when looking at the average income in european countries, what is the variance",,,,,,,,,,,,,,,,,,
what is the average height of the floors of these buildings,"['meters', 'stories']",2,[],0,[],0,[],0,['meters'],1,[],0,[],0,[],0,[],0
compare the number of tall buildings in hong kong with taiwan,[],0,"['name', 'country/region']",2,['building/city'],1,[],0,[],0,[],0,[],0,[],0,['building/city'],1
compare the number of tall buildings in hong kong with taiwan,[],0,"['name', 'country/region']",2,['building/city'],1,[],0,[],0,[],0,[],0,[],0,['building/city'],1
what location has the highest number of tall buildings,['country/region'],1,[],0,['building/city'],1,[],0,[],0,[],0,[],0,[],0,[],0
"provide the total sum of all the separated, divorced, and widowed people in lindi","['separated', 'divorced', 'widowed']",3,[],0,['region'],1,[],0,[],0,"['separated', 'divorced', 'widowed']",3,[],0,[],0,['region'],1
does simiyu have a similar structure of peope as that of katavi,[],0,[],0,['region'],1,[],0,[],0,[],0,[],0,[],0,['region'],1
can you tell me how mara attributes are distributed,[],0,[],0,['region'],1,[],0,[],0,[],0,[],0,[],0,['region'],1
is the total attribute of one area equal to the sum of the other attributes in any area,['total'],1,"['never married', 'married', 'living together', 'separated', 'divorced', 'widowed']",6,[],0,[],0,[],0,[],0,['total'],1,[],0,[],0
relationship between imdb rating and rotten tomatoes rating,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0,[],0,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0
what's the production budget for movies in different years,"['production budget', 'release year']",2,['worldwide gross'],1,[],0,[],0,[],0,[],0,['production budget'],1,[],0,[],0
movie gross and budget relationship based on genre,"['worldwide gross', 'production budget', 'major genre']",3,[],0,[],0,[],0,[],0,"['worldwide gross', 'production budget', 'major genre']",3,[],0,[],0,[],0
show me imdb rating versus rotten tomatoes rating,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0,[],0,[],0,"['rotten tomatoes rating', 'imdb rating']",2,[],0,[],0
what creative type of movie had the highest production budget for each content rating,"['creative type', 'production budget', 'content rating']",3,[],0,[],0,[],0,[],0,"['creative type', 'production budget', 'content rating']",3,[],0,[],0,[],0
what is the relationship between production budget and worldwide gross for each major genre,"['worldwide gross', 'production budget', 'major genre']",3,[],0,[],0,[],0,[],0,['major genre'],1,"['worldwide gross', 'production budget']",2,[],0,[],0
what is the relationship between release year and average production budget,"['release year', 'production budget']",2,[],0,[],0,[],0,[],0,[],0,"['production budget', 'release year']",2,[],0,[],0
what major genre had the highest average worldwide gross,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0,[],0,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0
what major genre had the lowest average worldwide gross,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0,[],0,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0
how much did average worldwide gross vary by major genre,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0,[],0,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0
how many movies are there are of each creative type,['creative type'],1,[],0,[],0,[],0,[],0,[],0,['creative type'],1,[],0,[],0
which creative type had the most movies,['creative type'],1,[],0,[],0,[],0,[],0,['creative type'],1,[],0,[],0,[],0
which creative type had the fewest movies,['creative type'],1,[],0,[],0,[],0,[],0,['creative type'],1,[],0,[],0,[],0
what is the total worldwide gross for each major genre across time,"['worldwide gross', 'major genre', 'release year']",3,[],0,[],0,[],0,[],0,['worldwide gross'],1,['major genre'],1,[],0,[],0
is there a relationship between production budget and worldwide gross for each content rating,"['production budget', 'worldwide gross', 'content rating']",3,[],0,[],0,[],0,[],0,"['production budget', 'worldwide gross', 'content rating']",3,[],0,[],0,[],0
what is the distribution of running times for each movie,['running time'],1,['title'],1,[],0,[],0,[],0,['running time'],1,[],0,[],0,[],0
is there a relationship between imdb rating and rotten tomatoes rating,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0,[],0,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0
movie run time distribution,['running time'],1,[],0,[],0,[],0,[],0,['running time'],1,[],0,[],0,[],0
how production budget changes over release years,"['production budget', 'release year']",2,[],0,[],0,[],0,[],0,"['production budget', 'release year']",2,[],0,[],0,[],0
what was the average production budget of movies by year,"['production budget', 'release year']",2,[],0,[],0,[],0,[],0,"['production budget', 'release year']",2,[],0,[],0,[],0
"what's the average production budget of the different rated movies, separated by creative type","['production budget', 'content rating', 'creative type']",3,[],0,[''],1,[],0,['content rating'],1,"['production budget', 'creative type']",2,[],0,[],0,[],0
which genre movie makes most worldwide gross,['worldwide gross'],1,['major genre'],1,['movie genre'],1,[],0,['movie genre'],1,['worldwide gross'],1,[],0,[],0,[],0
are imdb rating and rotten tomatoes rating related,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0,[],0,['rotten tomatoes rating'],1,[],0,[],0,[],0
what is the worldwide gross distribution per genre,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0,[],0,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0
what's the breakdown of production budget by creative type per content rating,"['production budget', 'creative type', 'content rating']",3,[],0,[],0,[],0,[],0,[],0,"['production budget', 'content rating', 'creative type']",3,[],0,[],0
how does rotten tomatoes rating change as imdb rating,"['rotten tomatoes rating', 'imdb rating']",2,[],0,[],0,[],0,[],0,"['rotten tomatoes rating', 'imdb rating']",2,[],0,[],0,[],0
what is the total worldwide gross earned by each major genre and content rating,"['worldwide gross', 'major genre', 'content rating']",3,[],0,[],0,[],0,[],0,['worldwide gross'],1,"['content rating', 'major genre']",2,[],0,[],0
"for each genre and rating, what is the total world-wide gross earnings","['worldwide gross', 'content rating', 'major genre']",3,[],0,[],0,[],0,[],0,"['worldwide gross', 'content rating', 'major genre']",3,[],0,[],0,[],0
how much did each type of movie earn in across the whole world,['worldwide gross'],1,['major genre'],1,['creative type'],1,[],0,"['creative type', 'worldwide gross']",2,[],0,[],0,[],0,[],0
how much money did movies of each genre and rating make,"['worldwide gross', 'content rating', 'major genre']",3,[],0,[],0,[],0,"['content rating', 'worldwide gross']",2,['major genre'],1,[],0,[],0,[],0
"what was the average budget for each content rating and creative type, as multiple column charts","['content rating', 'creative type', 'production budget']",3,[],0,[],0,[],0,[],0,"['content rating', 'creative type', 'production budget']",3,[],0,[],0,[],0
what is the average production budget in each year,"['production budget', 'release year']",2,[],0,[],0,[],0,[],0,['production budget'],1,['release year'],1,[],0,[],0
compare imdb rating to rotten tomatoes rating,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0,[],0,['rotten tomatoes rating'],1,[],0,[],0,[],0
which creative types have the most movies,['creative type'],1,[],0,[],0,[],0,[],0,[],0,['creative type'],1,[],0,[],0
"on average, how much was earned by movies of each genre","['worldwide gross', 'major genre']",2,[],0,[],0,[],0,['worldwide gross'],1,[],0,['major genre'],1,[],0,[],0
how many movies are of each length,['running time'],1,[],0,[],0,['running time'],1,[],0,[],0,[],0,[],0,[],0
help me see outliers in imdb and rotten tomatoes ratings,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0,[],0,"['imdb rating', 'rotten tomatoes rating']",2,[],0,[],0,[],0
what was the average worldwide gross of movies by genre,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0,[],0,"['worldwide gross', 'major genre']",2,[],0,[],0,[],0
how much did major genres gross in total,"['major genre', 'worldwide gross']",2,[],0,[],0,[],0,[],0,"['major genre', 'worldwide gross']",2,[],0,[],0,[],0
gross across genres regarding content rating,"['worldwide gross', 'major genre', 'content rating']",3,[],0,[],0,[],0,[],0,"['worldwide gross', 'major genre', 'content rating']",3,[],0,[],0,[],0
what's the distribution of running times by movie,['running time'],1,['title'],1,[],0,[],0,[],0,['running time'],1,[],0,[],0,[],0
how many movies are there in 20 minute bins of running time,['running time'],1,[],0,[],0,[],0,[],0,[],0,['running time'],1,[],0,[],0
how many movies are there for each creative type,['creative type'],1,[],0,[],0,[],0,[],0,[],0,['creative type'],1,[],0,[],0
show me the variation in the amount ordered by different entities in different orders,[],0,"['amount', 'entity', 'order']",3,[],0,[],0,[],0,[],0,[],0,[],0,[],0
worldwide gross for each genre for each year 1995 to now,"['worldwide gross', 'major genre', 'release year']",3,[],0,[],0,[],0,[],0,"['worldwide gross', 'major genre']",2,[],0,[],0,['release year'],1
"cumulative gross for each content rating, by major genre","['worldwide gross', 'content rating', 'major genre']",3,[],0,[],0,['worldwide gross'],1,[],0,"['content rating', 'major genre']",2,[],0,[],0,[],0
relation between worldwide gross and production budget for each major genre,"['worldwide gross', 'production budget', 'major genre']",3,[],0,[],0,[],0,[],0,"['worldwide gross', 'production budget', 'major genre']",3,[],0,[],0,[],0
which position has the highest average of playing time,"['pos', 'mpg']",2,[],0,[],0,['mpg'],1,[],0,[],0,['pos'],1,[],0,[],0
name movies released in 2017,"['title', 'release_year']",2,[],0,[],0,[],0,[],0,['release_year'],1,[],0,[],0,[],0
is the normal distribuition satisfied by the length of the movies,['duration'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
sort the movies by length,['duration'],1,[],0,['type'],1,[],0,[],0,[],0,[],0,[],0,['type'],1
how long is the run time of average r-rated movies,"['duration', 'rating']",2,[],0,[],0,[],0,[],0,[],0,[],0,[],0,['rating'],1
give me the numbers of movies that were released in 2017,['release_year'],1,['type'],1,[],0,[],0,[],0,[],0,[],0,[],0,['release_year'],1
is there an average run time for movies,['duration'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
is the running time of movies recently longer than it used to be,"['duration', 'release_year']",2,[],0,[],0,['release_year'],1,[],0,[],0,[],0,[],0,[],0
do movie tags and duration have a connection,"['duration', 'listed_in']",2,[],0,[],0,[],0,['listed_in'],1,['duration'],1,[],0,[],0,[],0
determine if the running time of movies has increased in recent years,"['duration', 'release_year']",2,[],0,[],0,[],0,[],0,[],0,['release_year'],1,[],0,[],0
show me the dates that netflix released movies,['type'],1,['release_year'],1,['date_added'],1,[],0,['date_added'],1,[],0,[],0,[],0,['type'],1
does any movies not have a description,['description'],1,[],0,[],0,[],0,[],0,[],0,['description'],1,[],0,[],0
at what point was data added to the table for netflix,['date_added'],1,[],0,[],0,[],0,['date_added'],1,[],0,[],0,[],0,[],0
"what is the percentage of the white population in blount county, alabama","['white', 'county', 'state']",3,[],0,[],0,[],0,[],0,['white'],1,[],0,[],0,"['state', 'county']",2
"what percentage of the blount county, alabama population is white","['white', 'county']",2,['totalpop'],1,['state'],1,[],0,[],0,['white'],1,[],0,[],0,['state'],1
sort all the counties in connecticut by the percentages of the hispanic population,['hispanic'],1,['county'],1,['state'],1,[],0,[],0,['hispanic'],1,[],0,[],0,['state'],1
tell me which county has the greatest number of female residents,"['county', 'women']",2,[],0,[],0,[],0,[],0,[],0,['county'],1,[],0,[],0
calculate the average black population for each state,"['state', 'black']",2,[],0,[],0,[],0,[],0,['black'],1,['state'],1,[],0,[],0
i want to see the distribution of the school rankings in geita in 2006,"['rank', 'year_of_result']",2,['district'],1,['region'],1,[],0,[],0,['rank'],1,[],0,[],0,"['region', 'year_of_result']",2
create a list of schools showing the descending order by change_p,['change_previous_year'],1,['name'],1,[],0,[],0,[],0,['change_previous_year'],1,[],0,[],0,[],0
can you provide a list of school names in geita,"['name', 'region']",2,[],0,[],0,[],0,[],0,['name'],1,[],0,[],0,[],0
determine if there are any schools in neighboring regions that have similar avg_m,"['avg_mark', 'region']",2,[],0,[],0,[],0,[],0,['avg_mark'],1,['region'],1,[],0,[],0
can you tell me what peacland english medium school's change pre is in 2016,"['change_previous_year', 'name', 'year_of_result']",3,[],0,[],0,[],0,[],0,['change_previous_year'],1,[],0,[],0,[],0
list the values of kwema modern pr school's change_p in all the years,"['change_previous_year', 'name']",2,[],0,['year_of_result'],1,[],0,[],0,['change_previous_year'],1,['year_of_result'],1,[],0,['name'],1
what schools have similar avg_m in the neighboring region,"['region', 'avg_mark']",2,[],0,[],0,[],0,[],0,[],0,"['region', 'avg_mark']",2,[],0,[],0
which of these school have a pass rate of over 90,,,,,,,,,,,,,,,,,,
they want to know what tactic is most effective during football,"['tactic', 'goals']",2,[],0,[],0,[],0,['goals'],1,['tactic'],1,[],0,[],0,[],0
were you aware of the most recent news,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0
the clubs should be arranged by their shooting attempts,[],0,['player name'],1,['shooting attempts'],1,[],0,[],0,[],0,['shooting attempts'],1,[],0,[],0
what was the total amount of goals scored in the game that liverpool played in,"['goals', 'game']",2,['player name'],1,[],0,[],0,[],0,[],0,['game'],1,['game'],1,[],0
the games are sorted by experts by their date,,,,,,,,,,,,,,,,,,
rank these clubs by their shooting attempts,['shooting attempts'],1,['player name'],1,[],0,[],0,[],0,['shooting attempts'],1,[],0,[],0,[],0
are the students who are younger more likely to use wechat,"['age', 'social app']",2,[],0,[],0,[],0,[],0,[],0,[],0,[],0,['social app'],1
can lower study times among students cause greater failure rates in class,"['studytime', 'failures']",2,[],0,[],0,[],0,[],0,"['studytime', 'failures']",2,[],0,[],0,[],0
